title,abstract,year
H1N1 2009 influenza virus infection during pregnancy in the USA.,"Pandemic H1N1 2009 influenza virus has been identified as the cause of a widespread outbreak of febrile respiratory infection in the USA and worldwide. We summarised cases of infection with pandemic H1N1 virus in pregnant women identified in the USA during the first month of the present outbreak, and deaths associated with this virus during the first 2 months of the outbreak. After initial reports of infection in pregnant women, the US Centers for Disease Control and Prevention (CDC) began systematically collecting additional information about cases and deaths in pregnant women in the USA with pandemic H1N1 virus infection as part of enhanced surveillance. A confirmed case was defined as an acute respiratory illness with laboratory-confirmed pandemic H1N1 virus infection by real-time reverse-transcriptase PCR or viral culture; a probable case was defined as a person with an acute febrile respiratory illness who was positive for influenza A, but negative for H1 and H3. We used population estimates derived from the 2007 census data to calculate rates of admission to hospital and illness. From April 15 to May 18, 2009, 34 confirmed or probable cases of pandemic H1N1 in pregnant women were reported to CDC from 13 states. 11 (32%) women were admitted to hospital. The estimated rate of admission for pandemic H1N1 influenza virus infection in pregnant women during the first month of the outbreak was higher than it was in the general population (0.32 per 100 000 pregnant women, 95% CI 0.13-0.52 vs 0.076 per 100 000 population at risk, 95% CI 0.07-0.09). Between April 15 and June 16, 2009, six deaths in pregnant women were reported to the CDC; all were in women who had developed pneumonia and subsequent acute respiratory distress syndrome requiring mechanical ventilation. Pregnant women might be at increased risk for complications from pandemic H1N1 virus infection. These data lend support to the present recommendation to promptly treat pregnant women with H1N1 influenza virus infection with anti-influenza drugs. US CDC.",2009
Short ultraconserved promoter regions delineate a class of preferentially expressed alternatively spliced transcripts.,"Ultraconservation has been variously defined to describe sequences that have remained identical or nearly so over long periods of evolution to a degree that is higher than expected for sequences under typical constraints associated with protein-coding sequences, splice sites, or transcription factor binding sites. Most intergenic ultraconserved elements (UCE) appear to be tissue-specific enhancers, whereas another class of intragenic UCEs is involved in regulation of gene expression by means of alternative splicing. In this study we define a set of 2827 short ultraconserved promoter regions (SUPR) in 5 kb upstream regions of 1268 human protein-coding genes using a definition of 98% identity for at least 30 bp in 7 mammalian species. Our analysis shows that SUPRs are enriched in genes playing a role in regulation and development. Many of the genes having a SUPR-containing promoter have additional alternative promoters that do not contain SUPRs. Comparison of such promoters by CAGE tag, EST, and Solexa read analysis revealed that SUPR-associated transcripts show a significantly higher mean expression than transcripts associated with non-SUPR-containing promoters. The same was true for the comparison between all SUPR-associated and non-SUPR-associated transcripts on a genome-wide basis. SUPR-associated genes show a highly significant tendency to occur in regions that are also enriched for intergenic short ultraconserved elements (SUE) in the vicinity of developmental genes. A number of predicted transcription factor binding sites (TFBS) are overrepresented in SUPRs and SUEs, including those for transcription factors of the homeodomain family, but in contrast to SUEs, SUPRs are also enriched in core-promoter motifs. These observations suggest that SUPRs delineate a distinct class of ultraconserved sequences.",2009
Impact of a pure reduction in heart rate for the treatment of left ventricular dysfunction: clinical benefits of ivabradine in the BEAUTIFUL trial.,"Ivabradine is an I(f) current inhibitor, that has documented antianginal efficacy. The BEAUTIFUL trial tested ivabradine against placebo in a large population of 10,917 patients in sinus rhythm, with coronary artery disease and left ventricular dysfunction, defined as left ventricular ejection fraction < or =35%. Overall, there was no impact of ivabradine on the primary end-point of the trial (cardiovascular mortality, hospitalisation for myocardial infarction, new onset or worsening heart failure). In the placebo arm of the trial, baseline heart rate > or = 70 bpm was associated with an increased risk of cardiovascular mortality, myocardial infarction, heart failure and coronary revascularisation. In the subgroup of patients with a baseline heart rate > or =70 bpm, treatment with ivabradine resulted in a significant, 36% reduction in the risk of myocardial infarction and a 20% reduction in the need for coronary revascularisation. Ivabradine was well tolerated, with an increased rate of treatment discontinuation, mainly due to bradycardia, compared with placebo. Because of its safety and efficacy to control angina, ivabradine should be considered first-line antianginal treatment in coronary artery disease patients with left ventricular dysfunction and increased heart rate, already receiving beta-blocker therapy or in whom these medications are not tolerated.",2009
"Ichthyosis follicularis, alopecia, and photophobia (IFAP) syndrome due to mutation of the gene MBTPS2 in a large Australian kindred.","Ichthyosis follicularis, alopecia and photophobia (IFAP) is a rare genodermatosis. Most patients have been men without significant family history. We present the largest kindred of IFAP reported to date in the medical literature clearly demonstrating X-linked inheritance. The gene defect has recently been mapped to Xp22.11-p22.13. Missense mutations of the gene, MBTPS2, which codes for an intramembrane zinc metalloprotease essential for cholesterol homeostasis and endoplasmic reticulum stress response, are associated with the IFAP phenotype in this kindred. We describe the clinical features and discuss the differential diagnosis of IFAP. Our proband has benefited from treatment with acitretin.",2009
Relevance of gastrointestinal symptoms in endometriosis.,"Endometriosis commonly presents with a range of symptoms none of which are particularly specific for the condition, often resulting in misdiagnosis or delay in diagnosis. To investigate gastrointestinal symptoms in women with endometriosis and compare their frequency with that of the classical gynaecological symptoms. Systematic exploration of symptoms in a consecutive series of 355 women undergoing operative laparoscopy for suspected endometriosis. Endometriosis was confirmed by histology in 290 women (84.5%). Bowel lesions were present in only 7.6%. Ninety per cent of women had gastrointestinal symptoms, of which bloating was the most common (82.8%), but 71.3% also had other bowel symptoms. All gastrointestinal symptoms were similarly predictive of histologically confirmed endometriosis. Seventy-six women (21.4%) had previously been diagnosed with irritable bowel syndrome and 79% of them had endometriosis confirmed. Gastrointestinal symptoms are nearly as common as gynaecological symptoms in women with endometriosis and do not necessarily reflect bowel involvement.",2009
Efficacy of combined levothyroxine and liothyronine as compared with levothyroxine monotherapy in primary hypothyroidism: a randomized controlled trial.,"To examine the efficacy of combination therapy with levothyroxine and liothyronine in improvement of general health, psychological problems, and metabolic status in primary hypothyroidism. Seventy-one patients diagnosed with primary hypothyroidism were randomly allocated into two study groups: the first group received usual dose of levothyroxine and the second group received combination of levothyroxine and liothyronine for at least 4 months. The main outcomes were psychosocial problems (Goldberg's General Health Questionnaire, GHQ-28), bodyweight, heart rate, blood pressure, and serum lipid levels. In both groups serum thyroid-stimulating hormone levels remained unchanged compared with baseline. Psychosocial scores, body weight, heart rate, blood pressure, and lipid profile in the two groups remained constant. The only exception was a small but significant reduction in anxiety/insomnia in combined treatment group as compared with monotherapy. The data do not support the hypothesis that combined therapy improves the well-being and general health of patients.",2009
Requirement of a dynein light chain in TGFbeta/Smad3 signaling.,"We have previously reported that the dynein light chain (DLC) km23-1 is required for Smad2-dependent TGFbeta signaling. Here we describe another member of the km23/DYNLRB/LC7/robl family of DLCs, termed km23-2, which is also involved in TGFbeta signaling. We show not only that TGFbeta stimulates the interaction of km23-2 (DYNLRB2) with TGFbeta receptor II (TbetaRII) but also that TGFbeta regulates the interaction between km23-2 and endogenous TbetaRII in vivo. In addition, TGFbeta treatment causes km23-2 phosphorylation, whereas a kinase-deficient form of TbetaRII prevents km23-2 phosphorylation. In contrast to the km23-1 isoform, blockade of km23-2 expression using small interfering RNAs (siRNAs) decreased key TGFbeta/Smad3-specific responses, including the induction of both plasminogen activator inhibitor-1 (PAI-1) gene expression and p21 protein expression. Blockade of km23-1 expression had no effect on these two major TGFbeta/Smad3 responses under similar conditions. Further, km23-2 was required for TGFbeta stimulation of Smad3-dependent Smad-binding element (SBE)2-Luc transcriptional activity, but not for TGFbeta stimulation of Smad2-dependent activin responsive element (ARE)-Lux transcriptional activity. In order to assess the mechanisms underlying the preferential stimulation of Smad3- versus Smad2-specific TGFbeta responses, immunoprecipitation (IP)/blot analyses were performed, which demonstrate that TGFbeta stimulated preferential complex formation of km23-2 with Smad3, relative to Smad2. Collectively, our findings indicate that km23-2 is required for Smad3-dependent TGFbeta signaling. More importantly, we demonstrate that km23-2 has functions in TGFbeta signaling that are distinct from those for km23-1. This is the first report to describe a differential requirement for unique isoforms of a specific DLC family in Smad-specific TGFbeta signaling.",2009
GSTM4 is a microsatellite-containing EWS/FLI target involved in Ewing's sarcoma oncogenesis and therapeutic resistance.,"Ewing's sarcoma is a malignant bone-associated tumor of children and young adults. Most cases of Ewing's sarcoma express the EWS/FLI fusion protein. EWS/FLI functions as an aberrant ETS-type transcription factor and serves as the master regulator of Ewing's sarcoma-transformed phenotype. We recently showed that EWS/FLI regulates one of its key targets, NR0B1, through a GGAA-microsatellite in its promoter. Whether other critical EWS/FLI targets are also regulated by GGAA-microsatellites was unknown. In this study, we combined transcriptional analysis, whole genome localization data, and RNA interference knockdown to identify glutathione S-transferase M4 (GSTM4) as a critical EWS/FLI target gene in Ewing's sarcoma. We found that EWS/FLI directly binds the GSTM4 promoter, and regulates GSTM4 expression through a GGAA-microsatellite in its promoter. Reduction of GSTM4 levels caused a loss of oncogenic transformation. Furthermore, reduction of GSTM4 resulted in an increased sensitivity of Ewing's sarcoma cells to chemotherapeutic agents, suggesting a role for this protein in drug resistance. Consistent with this hypothesis, patients with Ewing's sarcoma whose tumors had higher levels of GSTM4 expression had worse outcomes than those with lower expression levels. These data show that GSTM4 contributes to the cancerous behavior of Ewing's sarcoma and define a wider role for GGAA-microsatellites in EWS/FLI function than previously appreciated. These data also suggest a novel therapeutic resistance mechanism, in which the central oncogenic abnormality directly regulates a resistance gene.",2009
Genome-wide association study of suicidal ideation emerging during citalopram treatment of depressed outpatients.,"Suicidal ideation is an uncommon but worrisome symptom than can emerge during antidepressant treatment. We have described earlier the association between treatment-emergent suicidal ideation (TESI) and markers in genes encoding glutamate receptor subunits GRIK2 and GRIA3. The present genome-wide association study was conducted to identify additional genetic markers associated with TESI that may help identify individuals at high risk who may benefit from closer monitoring, alternative treatments, and/or specialty care. A clinically representative cohort of outpatients with nonpsychotic major depressive disorder enrolled in the Sequenced Treatment Alternatives to Relieve Depression (STAR*D) trial were treated with citalopram under a standard protocol for up to 14 weeks. DNA samples from 90 White participants who developed TESI and a sex-matched and race-matched equal number of treated participants who denied any suicidal ideas were genotyped with 109 365 single nucleotide polymorphisms on the Illumina's Human-1 BeadChip. One marker was found to be associated with TESI in this sample at the experiment-wide adjusted P less than 0.05 level (marker rs11628713, allelic P = 6.2x10, odds ratio = 4.7, permutation P = 0.01). A second marker was associated at the experiment-wide adjusted P = 0.06 level (rs10903034, allelic P = 3.02x10, odds ratio = 2.7, permutation P = 0.06). These markers reside within the genes PAPLN and IL28RA, respectively. PAPLN encodes papilin, a protoglycan-like sulfated glycoprotein. IL28RA encodes an interleukin receptor. Together with our earlier report, these findings may shed light on the biological basis of TESI and may help identify patients at increased risk of this potentially serious adverse event.",2009
Comparable effects of moderate intensity exercise on changes in anorectic gut hormone levels and energy intake to high intensity exercise.,"There is growing interest in the effects of exercise on plasma gut hormone levels and subsequent energy intake (EI) but the effects of mode and exercise intensity on anorectic hormone profiles on subsequent EI remain to be elucidated. We aimed to investigate whether circulating peptide YY(3-36) (PYY(3-36)) and glucagon-like peptide-1 (GLP-1 or GCG as listed in the HUGO Database) levels depend on exercise intensity, which could affect subsequent EI. Ten young male subjects (mean+/-s.d., age: 23.4+/-4.3 years, body mass index: 22.5+/-1.0 kg/m(2), and maximum oxygen uptake (VO(2 max)): 45.9+/-8.5 ml/kg per min) received a standardized breakfast, which was followed by constant cycling exercise at 75% VO(2 max) (high intensity session), 50% VO(2 max) (moderate intensity session), or rest (resting session) for 30 min. At lunch, a test meal was presented, and EI was calculated. Blood samples were obtained during three sessions for measurements of glucose, insulin, PYY(3-36), and GLP-1, which includes GLP-1 (7-36) amide and GLP-1 (9-36) amide. Increases in blood PYY(3-36) levels were dependent on the exercise intensity (effect of session: P<0.001 by two-way ANOVA), whereas those in GLP-1 levels were similar between two different exercise sessions. Of note, increase in area under the curve values for GLP-1 levels was negatively correlated with decrease in the EI in each exercise session (high: P<0.001, moderate: P=0.002). The present findings raise the possibility that each gut hormone exhibits its specific blood kinetics in response to two different intensities of exercise stimuli and might play differential roles in regulation of EI after exercise.",2009
Visualization of molecular interactions using bimolecular fluorescence complementation analysis: characteristics of protein fragment complementation.,"Investigations of the molecular processes that sustain life must include studies of these processes in their normal cellular environment. The bimolecular fluorescence complementation (BiFC) assay provides an approach for the visualization of protein interactions and modifications in living cells. This assay is based on the facilitated association of complementary fragments of a fluorescent protein that are fused to interaction partners. Complex formation by the interaction partners tethers the fluorescent protein fragments in proximity to each other, which can facilitate their association. The BiFC assay enables sensitive visualization of protein complexes with high spatial resolution. The temporal resolution of BiFC analysis is limited by the time required for fluorophore formation, as well as the stabilization of complexes by association of the fluorescent protein fragments. Many modifications and enhancements to the BiFC assay have been developed. The multicolor BiFC assay enables simultaneous visualization of multiple protein complexes in the same cell, and can be used to investigate competition among mutually exclusive interaction partners for complex formation in cells. The ubiquitin-mediated fluorescence complementation (UbFC) assay enables visualization of covalent ubiquitin family peptide conjugation to substrate proteins in cells. The BiFC assay can also be used to visualize protein binding to specific chromatin domains, as well as other molecular scaffolds in cells. BiFC analysis therefore provides a powerful approach for the visualization of a variety of processes that affect molecular proximity in living cells. The visualization of macromolecular interactions and modifications is of great importance owing to the central roles of proteins, nucleic acids and other macromolecular complexes in the regulation of cellular functions. This tutorial review describes the BiFC assay, and discusses the advantages and disadvantages of this experimental approach. The review will be of interest to scientists interested in the investigation of macromolecular interactions or modifications who need exquisite sensitivity for the detection of their complexes or conjugates of interest.",2009
Action of thyrotropin-releasing hormone in experimental hemorrhagic shock--cardiovascular mechanism.,"Thyrotropin-releasing hormone (TRH) could improve mean arterial pressure (MAP), myocardial contractile parameters (+/- dp/dtmax, Vpm and Vmax) and increase plasma epinephrine level significantly at 10 min after TRH administration in hemorrhagic shock rabbits, but the action of TRH on MAP and the myocardial contractility did not appear in rabbits pre-treated with reserpine (4 mg/kg, 24 h pre-treatment, i.v.). TRH had no effects on myocardial contractility and MAP at 20 and 30 min after administration to rabbits pre-treated with beta-adrenergic blocker propranolol (1 mg/kg, 1 h before TRH injection i.v.), but it did exert effects on these parameters in rabbits pre-treated with alpha-adrenergic blocker phenoxybenzamine. Experiments in vitro showed that, although TRH (10(-4) M/L) had no direct effect on heart, left atrium and aortic strip, it did potentiate the inotropic effects of isoprenaline and dopamine on the left atrium. These results suggested that antishock effect of TRH is related to adrenergic system. TRH stimulates sympathomedullary system to secrete epinephrine and sensitize the beta-receptors, but not alpha-receptors. Thus, TRH improves cardiac contractility, cardiac output and hemodynamics during hemorrhagic shock. The sensitization of the beta- and dopamine receptors played an important role in producing direct peripheral actions of TRH.",1990
Irritable bowel syndrome and chronic constipation in patients with endometriosis.,"The aim of this study was to evaluate how many patients with endometriosis have concomitant irritable bowel syndrome (IBS) and/or constipation according to the Rome III criteria. Furthermore, the value of an additional gastroenterological consultation with therapeutic advice was evaluated. Patients with proven endometriosis were included in a prospective, single-centre study. A questionnaire was undertaken regarding IBS and chronic constipation. Patients with symptoms consistent with the Rome III criteria for IBS were referred to our gastroenterological outpatient clinic. In total 101 patients were included. Endometriosis was diagnosed surgically in 97% and visually in the vagina in 3%. Fifteen per cent of the patients with endometriosis also had IBS and 14% of the patients with endometriosis had functional constipation without IBS. Of the 22 patients finally presenting to the gastroenterologist, five had a significant stenotic rectosigmoid lesion and were treated surgically. The remaining 17 patients were treated conservatively. Defecation symptoms improved in 86% and pain was reduced in 64%. In patients with endometriosis, 29% also had IBS or constipation. Referral to a gastroenterologist resulted in improvement of defaecation in 86%, and 64% reported a reduction in the degree of pain.",2011
"Epidermal growth factor and hepatocyte growth factor cooperate to enhance cell proliferation, scatter, and invasion in murine mammary epithelial cells.","The development of the mammary gland requires an integrated response to specific growth factors and steroid hormones. Hepatocyte growth factor (HGF) and its tyrosine kinase receptor, MET, are expressed and temporally regulated during mammary development and differentiation. Epidermal growth factor receptor (EGFR) and its ligands have also been implicated in mammary gland growth and morphogenesis. Since both cytokines seem to exert a morphogenic program in this tissue, we have investigated the possible concerted action of EGF and HGF on the HC11 cell line, a widely used model of nontumorigenic mammary cells. Western blot analysis indicated that HC11 expressed MET and EGFR, and showed ERK1/2 and AKT activation following HGF or EGF treatment. Analysis by real-time PCR and western blot showed that after an EGF but not HGF or insulin-like growth factor-I treatment, HC11 mammary cells exhibited an increase in MET expression at both the mRNA and protein levels, which was dependent on the AKT pathway. Simultaneous treatment with HGF and EGF increased proliferation, scatter, and invasion as assessed by cell count, cell cycle, scatter, and transwell assays. AKT inhibition did not influence the cooperation on proliferation or invasion after HGF+EGF treatment, while ERK1/2 inhibition abolished MET/EGFR cooperation on proliferation. HGF+EGF treatment increased the duration of ERK1/2 and AKT activation compared to HGF or EGF alone. All these data indicate that a crosstalk between the EGF and HGF pathways in mammary epithelial cells may modulate the development of the mammary gland.",2010
BAFF from bone marrow-derived mesenchymal stromal cells of rheumatoid arthritis patients improves their B-cell viability-supporting properties.,"Mesenchymal stromal cells (MSCs) represent a unique cell type with anti-proliferative effects on activated T and B cells. Based on our observation of differences between rheumatoid arthritis and osteoarthritis bone marrow B cells we hypothesized that rheumatoid arthritis bone marrow MSCs may enhance B-cell survival. We aimed to compare the effect of rheumatoid arthritis and osteoarthritis bone marrow-derived MSCs (rheumatoid arthritis MSCs, osteoarthritis MSCs) on the survival of healthy donor purified B cells. Rheumatoid arthritis and osteoarthritis MSCs were isolated from patients undergoing hip replacement surgery, and cultured in vitro for 2-5 passages. Washed cells were co-cultured with CD20+ B cells for 30-90 hours. Cell survival was analysed using 7-amino-actinomycin D labelling by flow cytometry. Expression of mRNA and protein was determined by RT-PCR and flow cytomery. Co-culture with both rheumatoid arthritis MSCs and osteoarthritis MSCs significantly enhanced B-cell survival, the effect being more prominent in rheumatoid arthritis MSCs. Both types of MSCs displayed expression of B cell-activating factor mRNA and protein. Blocking B cell-activating factor signalling from MSCs by specific anti-B cell-activating factor and anti-B cell-activating factor receptor antibodies weakly reversed the effect of MSCs on B-cell survival mainly in rheumatoid arthritis MSCs. MSC interaction with B cells provides stimuli for B-cell survival and therefore may contribute to the pathogenesis of rheumatoid arthritis. MSC-derived factors other than B cell-activating factor are likely to contribute to this effect. This feature is more prominent in rheumatoid arthritis MSCs, possibly due to the B cell-activating factor.",2009
[AIP mutations in familial and sporadic pituitary adenomas: local experience and review of the literature].,"Clinically relevant pituitary adenomas occur 3-5 times more frequently than previously thought. The majority are isolated cases, but their presentation can be familial in the setting of known syndromes such as multiple endocrine neoplasia (MEN)-1 and Carney complex. When 2 or more cases of pituitary adenomas occur in the same family in the absence of the above-mentioned syndromes, a diagnosis of FIPA (familial isolated pituitary adenomas) is made, which accounts for 1-2% of all pituitary adenomas. Mutations of the gene AIP (aryl hydrocarbon receptor-interacting protein) may account for 15% of FIPA families (50% of familial acromegaly), and as such the genetic causes continue to be studied. Also mutations in AIP can be detected in sporadic adenomas among young populations (< 30 years of age). We describe the characteristics of FIPA, detailing the study of a spanish family, in this case AIP mutation negative. Also, the reported findings in sporadic adenomas in the young population are detailed, accompanied by the description of a 19- year old patient with an intronic AIP mutation. Multicenter studies have provided understanding of aspects such as mutations in AIP; however, further studies are necessary to identify other genes involved in FIPA and sporadic pituitary adenomas occurring at a young age.",2009
Does physical activity change predict functional recovery in low back pain? Protocol for a prospective cohort study.,"Activity advice and prescription are commonly used in the management of low back pain (LBP). Although there is evidence for advising patients with LBP to remain active, facilitating both recovery and return to work, to date no research has assessed whether objective measurements of free living physical activity (PA) can predict outcome, recovery and course of LBP. An observational longitudinal study will investigate PA levels in a cohort of community-dwelling working age adults with acute and sub-acute LBP. Each participant's PA level, functional status, mood, fear avoidance behaviours, and levels of pain, psychological distress and occupational activity will be measured on three occasions during for 1 week periods at baseline, 3 months, and 1 year. Physical activity levels will be measured by self report, RT3 triaxial accelerometer, and activity recall questionnaires. The primary outcome measure of functional recovery will be the Roland Morris Disability Questionnaire (RMDQ). Free living PA levels and changes in functional status will be quantified in order to look at predictive relationships between levels and changes in free living PA and functional recovery in a LBP population. This research will investigate levels and changes in activity levels of an acute LBP cohort and the predictive relationship to LBP recovery. The results will assess whether occupational, psychological and behavioural factors affect the relationship between free living PA and LBP recovery. Results from this research will help to determine the strength of evidence supporting international guidelines that recommend restoration of normal activity in managing LBP. [Clinical Trial Registration Number, ACTRN12609000282280].",2009
Multicentre phase II studies evaluating imatinib plus hydroxyurea in patients with progressive glioblastoma.,"We evaluated the efficacy of imatinib mesylate in addition to hydroxyurea in patients with recurrent glioblastoma (GBM) who were either on or not on enzyme-inducing anti-epileptic drugs (EIAEDs). A total of 231 patients with GBM at first recurrence from 21 institutions in 10 countries were enrolled. All patients received 500 mg of hydroxyurea twice a day. Imatinib was administered at 600 mg per day for patients not on EIAEDs and at 500 mg twice a day if on EIAEDs. The primary end point was radiographic response rate and secondary end points were safety, progression-free survival at 6 months (PFS-6), and overall survival (OS). The radiographic response rate after centralised review was 3.4%. Progression-free survival at 6 months and median OS were 10.6% and 26.0 weeks, respectively. Outcome did not appear to differ based on EIAED status. The most common grade 3 or greater adverse events were fatigue (7%), neutropaenia (7%), and thrombocytopaenia (7%). Imatinib in addition to hydroxyurea was well tolerated among patients with recurrent GBM but did not show clinically meaningful anti-tumour activity.",2009
JASPAR 2010: the greatly expanded open-access database of transcription factor binding profiles.,"JASPAR (http://jaspar.genereg.net) is the leading open-access database of matrix profiles describing the DNA-binding patterns of transcription factors (TFs) and other proteins interacting with DNA in a sequence-specific manner. Its fourth major release is the largest expansion of the core database to date: the database now holds 457 non-redundant, curated profiles. The new entries include the first batch of profiles derived from ChIP-seq and ChIP-chip whole-genome binding experiments, and 177 yeast TF binding profiles. The introduction of a yeast division brings the convenience of JASPAR to an active research community. As binding models are refined by newer data, the JASPAR database now uses versioning of matrices: in this release, 12% of the older models were updated to improved versions. Classification of TF families has been improved by adopting a new DNA-binding domain nomenclature. A curated catalog of mammalian TFs is provided, extending the use of the JASPAR profiles to additional TFs belonging to the same structural family. The changes in the database set the system ready for more rapid acquisition of new high-throughput data sources. Additionally, three new special collections provide matrix profile data produced by recent alternative high-throughput approaches.",2010
The effects of telomerase inhibition on prostate tumor-initiating cells.,"Prostate cancer is the most common malignancy in men, and patients with metastatic disease have poor outcome even with the most advanced therapeutic approaches. Most cancer therapies target the bulk tumor cells, but may leave intact a small population of tumor-initiating cells (TICs), which are believed to be responsible for the subsequent relapse and metastasis. Using specific surface markers (CD44, integrin alpha(2)beta(1) and CD133), Hoechst 33342 dye exclusion, and holoclone formation, we isolated TICs from a panel of prostate cancer cell lines (DU145, C4-2 and LNCaP). We have found that prostate TICs have significant telomerase activity which is inhibited by imetelstat sodium (GRN163L), a new telomerase antagonist that is currently in Phase I/II clinical trials for several hematological and solid tumor malignancies. Prostate TICs telomeres were of similar average length to the telomeres of the main population of cells and significant telomere shortening was detected in prostate TICs as a result of imetelstat treatment. These findings suggest that telomerase inhibition therapy may be able to efficiently target the prostate TICs in addition to the bulk tumor cells, providing new opportunities for combination therapies.",2010
The relationship between psychological distress and free-living physical activity in individuals with chronic low back pain.,"The aim of this cross-sectional pilot-study was to investigate the relationship between psychological distress and free-living physical activity (PA) in individuals with chronic low back pain (CLBP). Thirty-eight participants with non-specific CLBP (29=distressed; 9=non-distressed) were recruited. PA levels were measured using an accelerometer (activPAL activity monitor) over a one week period. The following parameters of physical activity were recorded: time upright (standing or walking), time standing, time walking, and step count. Psychological distress was assessed using a modified version of the distress risk assessment method (DRAM) which is a combination of somatic anxiety and depressive symptoms. The Distressed group spent significantly less time upright over a mean 24h day (-1.47h, 95% CI -2.70 to -0.23h, p<0.05), attributable to 1.01h less standing and 0.46h less walking. Depressive symptoms were a statistically significant independent predictor of time upright (beta=-0.49, p<0.05). This pilot-study found that individuals with CLBP and elevated levels of distress spend less time upright than their non-distressed counterparts. Clinically, when treating individuals with CLBP and elevated distress levels, free-living PA may be low and interventions aimed at increasing upright activity may be appropriate.",2010
Is physical functioning influenced by activity-related pain prediction and fear of movement in patients with subacute low back pain?,"In patients with low back pain (LBP), physical functioning may be negatively influenced by both expectations on pain and pain-related fear. It is unclear whether these factors influence both physical functioning in the laboratory as well as in daily life. The aim of this study was to test if a combination of persistent overprediction of pain and fear of movement predicts lab-based performance and whether these factors are relevant for predicting daily-life functioning. One hundred and twenty four patients with subacute LBP performed a laboratory-based performance test twice. Maximum voluntary contraction, pre-test pain expectations, perceived pain during testing and fear of movement were measured. Patients were classified as correct or incorrect predictors, based on differences between expected and perceived pain on the second attempt. Next, physical activity in daily life was measured with an accelerometer. In explaining physical functioning in the laboratory and in daily life an interaction effect between fear and pain prediction was observed. In overpredictors, fear was negatively associated with lab-based performance (beta=-0.48, p<0.01), and positively associated with daily-life functioning (beta=0.50, p<0.05). No significant association between fear and performance or daily-life functioning were found in correct predictors. In contrast to correct predictors, in overpredictors lab-based performance and daily-life functioning was additionally explained by fear of movement. Thus it appears that fear of movement is only predictive of performance in patients with LBP who simultaneously overpredict the consequences of movements in terms of painfulness.",2010
Role of heart rate in cardiovascular diseases: how the results of the BEAUTIFUL study change clinical practice.,"The BEAUTIFUL (morBidity-mortality EvAlUaTion of the If inhibitor ivabradine in patients with coronary artery disease and left ventricULar systolic dysfunction) study assessed the morbidity and mortality benefits of the HR-lowering agent ivabradine. The placebo arm of the BEAUTIFUL trial was a large cohort of patients with stable coronary artery disease (CAD) and left ventricular systolic dysfunction. A subanalysis in the placebo group tested the hypothesis that elevated resting HR at baseline was a marker for subsequent cardiovascular death and morbidity. The primary aim of the study was to test whether lowering the HR with ivabradine reduced cardiovascular death and morbidity in patients with CAD and left ventricular systolic dysfunction. In the overall analysis, reduction in HR with ivabradine did not improve cardiac outcomes compared with placebo. The most important finding of the study was that patients with high baseline HR had an increase in serious cardiovascular events including death (34%), hospital admission secondary to congestive heart failure (53%), acute myocardial infarction (46%), or revascularization procedure (38%). In addition, in the subset analysis focusing on patients with baseline HR > or =70 bpm and left ventricular ejection fraction <40% the agent resulted in a 36% decrease in hospital admissions secondary to fatal and nonfatal myocardial infarction and a 30% decrease in coronary revascularization. The first practical implication from the study includes that baseline HR should be recorded in addition to other risk factors such as BP and lipid profile, in the follow-up of patients with CAD. Attempts should be made to achieve HR <70 bpm by cardiac rehabilitation and routine use of appropriately dosed beta-blockers. Despite the neutral results obtained in the BEAUTIFUL study, ivabradine could be administered to the subgroup of patients in whom HR <70 bpm is not achieved despite proper dosing of beta-blockers and in those in whom beta-blockers are contraindicated. Furthermore, in clinical practice, ivabradine may be helpful for patients with stable CAD who have a high HR while receiving beta-blockers. Future studies are needed to confirm the hypothesis that single reduction of HR can improve cardiovascular prognosis.",2009
"NKX2-1 mutations leading to surfactant protein promoter dysregulation cause interstitial lung disease in ""Brain-Lung-Thyroid Syndrome"".","NKX2-1 (NK2 homeobox 1) is a critical regulator of transcription for the surfactant protein (SP)-B and -C genes (SFTPB and SFTPC, respectively). We identified and functionally characterized two new de novo NKX2-1 mutations c.493C>T (p.R165W) and c.786_787del2 (p.L263fs) in infants with closely similar severe interstitial lung disease (ILD), hypotonia, and congenital hypothyroidism. Functional analyses using A549 and HeLa cells revealed that NKX2-1-p.L263fs induced neither SFTPB nor SFTPC promoter activation and had a dominant negative effect on wild-type (WT) NKX2-1. In contrast,NKX2-1-p.R165W activated SFTPC, to a significantly greater extent than did WTNKX2-1, while SFTPB activation was only significantly reduced in HeLa cells. In accordance with our in vitro data, we found decreased amounts of SP-B and SP-C by western blot in bronchoalveolar lavage fluid (patient with p.L263fs) and features of altered surfactant protein metabolism on lung histology (patient with NKX2-1-p.R165W). In conclusion, ILD in patients with NKX2-1 mutations was associated with altered surfactant protein metabolism, and both gain and loss of function of the mutated NKX2-1 genes on surfactant protein promoters were associated with ILD in ""Brain-Lung-Thyroid syndrome"".",2010
